Key,English,Korean,Portuguese,Japanese,Spanish,Thai,Indonesian,Russian,ChineseSimplified,ChineseTraditional,Tagalog,Vietnam
"ITEM_DESCRIPTION_9999997","Hourglasses are essential materials for instantly completing equipment crafting. The more you have, the faster you can become stronger. Hourglass can be obtained through Quest rewards, Premium Season pass and Monster Collection (NCG Staking).","모래시계는 장비 제작을 빠르게 완료하는 데 필수적인 소재입니다. 모래시계가 많으면 많을수록 장비를 많이 만들 수 있기 때문에, 당신은 더 빨리 강해질 수 있습니다. 모래시계는 퀘스트 보상, 프리미엄 시즌 패스, 몬스터 컬렉션(골드 스테이킹)을 통해 획득할 수 있습니다.","As ampulhetas são materiais essenciais para concluir instantaneamente a criação de equipamentos. Quanto mais você tem, mais rápido você pode se tornar mais forte. A ampulheta pode ser obtida por meio de recompensas, passe de temporada premium e coleção de monstros (estando NCG).","砂時計は、装備製作を早く終わらせるために欠かせない素材です。砂時計が多ければ多いほど多くの装備を作ることができるので、あなたはより早く強くなることができます。砂時計はクエスト報酬、プレミアムシーズンパス、モンスターコレクション（NCGステーキング）で獲得できます。","Las relojes de arena son materiales esenciales para completar instantáneamente la elaboración de equipos. Cuanto más tengas, más rápido podrás ser más fuerte. Se pueden obtener un reloj de arena a través de Quest Rewards, Premium Season Pass y Monster Collection (NCG Staking).","นาฬิกาทรายเป็นวัสดุสำคัญสำหรับการสร้างอุปกรณ์ให้เสร็จสมบูรณ์ทันที ยิ่งคุณมีมากเท่าไหร่คุณก็ยิ่งแข็งแกร่งขึ้นเท่านั้น Hourglass สามารถรับได้ผ่านรางวัล Quest, Premium Season Pass และ Monster Collection (NCG Staking)","Jam pasir adalah bahan penting untuk langsung menyelesaikan kerajinan peralatan. Semakin banyak yang Anda miliki, semakin cepat Anda bisa menjadi lebih kuat. Hourlass dapat diperoleh melalui Quest Rewards, Premium Season Pass dan Monster Collection (NCG Staking).","Зачатки являются важными материалами для мгновенного заполнения крафта оборудования. Чем больше у вас есть, тем быстрее вы можете стать сильнее. Зачатки можно получить с помощью Quest Rewards, Premium Season Pass и Collection Monster (Staking).","沙漏是立即完成设备制作的必要材料。您拥有的越多，您就会变得越快。可以通过Quest Rewards，Premium Season Pass和Monster Collection（NCG Staking）获得沙漏。","沙漏是立即完成設備製作的必要材料。您擁有的越多，您就會變得越快。可以通過Quest Rewards，Premium Season Pass和Monster Collection（NCG Staking）獲得沙漏。","Ang mga hourglasses ay mga mahahalagang materyales para sa agad na pagkumpleto ng paggawa ng kagamitan. Ang mas mayroon ka, ang mas mabilis na maaari kang maging mas malakas. Ang Hourglass ay maaaring makuha sa pamamagitan ng Quest Rewards, Premium Season Pass at Monster Collection (NCG Staking).","Đồng hồ cát là vật liệu thiết yếu để hoàn thành việc chế tạo thiết bị ngay lập tức. Bạn càng có, bạn càng có thể càng mạnh mẽ. Đồng hồ cát có thể được lấy thông qua phần thưởng Quest, Pass mùa cao cấp và Bộ sưu tập quái vật (Cổ phần NCG)."
"ITEM_DESCRIPTION_9999999","NCG is the main currency used in the world.
You can use NCG to enhance powerful equipment and rune, challenge each other, and accelerate growth.","골드는 나인 크로니클 세계에서 사용되는 가장 중요한 재화입니다.
골드를 사용하여 장비와 룬을 강화하고, 서로 겨루며 성장을 가속화할 수 있습니다.","NCG é a principal moeda usada no mundo.
Você pode usar o NCG para aprimorar equipamentos poderosos e runas, desafiar um ao outro e acelerar o crescimento.","NCGはNine Chronicles世界で使用される最も重要な財貨です。
NCGを使用して装備とルーンを強化し、互いに競い合いながら成長を加速させることができます。","NCG es la moneda principal utilizada en el mundo.
Puede usar NCG para mejorar los poderosos equipos y la runa, desafiarse mutuamente y acelerar el crecimiento.","NCG เป็นสกุลเงินหลักที่ใช้ในโลก
คุณสามารถใช้ NCG เพื่อปรับปรุงอุปกรณ์ที่ทรงพลังและรูนท้าทายซึ่งกันและกันและเร่งการเติบโต","NCG adalah mata uang utama yang digunakan di dunia.
Anda dapat menggunakan NCG untuk meningkatkan peralatan dan rune yang kuat, saling menantang, dan mempercepat pertumbuhan.","NCG является основной валютой, используемой в мире.
Вы можете использовать NCG для улучшения мощного оборудования и руны, бросить вызов друг другу и ускорить рост.","NCG是世界上使用的主要货币。
您可以使用NCG增强功能强大的设备并相互挑战并加速增长。","NCG是世界上使用的主要貨幣。
您可以使用NCG增強功能強大的設備並相互挑戰並加速增長。","Ang NCG ay ang pangunahing pera na ginamit sa mundo.
Maaari mong gamitin ang NCG upang mapahusay ang malakas na kagamitan at rune, hamunin ang bawat isa, at mapabilis ang paglaki.","NCG là loại tiền tệ chính được sử dụng trên thế giới.
Bạn có thể sử dụng NCG để tăng cường thiết bị mạnh mẽ và rune, thách thức lẫn nhau và tăng tốc tăng trưởng."
"ITEM_DESCRIPTION_600201","Golden Dust is necessary to draw premium gacha items.
Items obtainable from premium gacha include auras and exclusive runes.
Golden Dust can be obtained through Premium Season pass, Package items and Monster collection (NCG Staking).","프리미엄 가챠 아이템을 뽑기 위해서는 골든 더스트가 필요합니다.
프리미엄 가차에서 얻는 골든 아우라와 골든 룬을 통해 차원이 다른 성장이 가능합니다.
골든 더스트는 프리미엄 시즌 패스, 패키지 아이템, 몬스터 컬렉션(골드 스테이킹)을 통해 획득할 수 있습니다.","A poeira de prata é necessária para desenhar itens normais de gacha.
Os itens obtidos a partir de gacha normal incluem várias auras.
O pó de prata pode ser obtido através da recompensa da patrulha e do passe da temporada.","プレミアムガチャアイテムを引くためにはゴールデンダストが必要です。
プレミアムガチャで手に入るゴールデンオーラとゴールデンルーンで次元の違う成長が可能です。
ゴールデンダストは、プレミアムシーズンパス、パッケージアイテム、モンスターコレクション(NCGステーキング)で獲得できます。","El polvo plateado es necesario para dibujar artículos de gacha normales.
Los elementos obtenibles de GACHA normal incluyen varias auras.
El polvo de plata se puede obtener a través de la recompensa de la patrulla y el pase de temporada.","ฝุ่นเงินเป็นสิ่งจำเป็นในการวาดรายการ Gacha ปกติ
รายการที่หาได้จาก Gacha ปกติรวมถึงรัศมีต่างๆ
สามารถรับฝุ่นเงินผ่านรางวัลลาดตระเวนและผ่านฤดูกาล","Debu perak diperlukan untuk menggambar item gacha normal.
Barang yang dapat diperoleh dari gacha normal termasuk berbagai aura.
Debu perak dapat diperoleh melalui hadiah patroli dan lulus musim.","Серебряная пыль необходима для рисования нормальных предметов Гача.
Предметы, доступные из обычной Гачи, включают различные ауры.
Серебряная пыль может быть получена с помощью патрульной награды и сезонного прохода.","绘制普通的Gacha物品是必需的。
可从普通GACHA获得的项目包括各种光环。
可以通过巡逻奖励和季节通行证获得银尘。","繪製普通的Gacha物品是必需的。
可從普通GACHA獲得的項目包括各種光環。
可以通過巡邏獎勵和季節通行證獲得銀塵。","Ang alikabok ng pilak ay kinakailangan upang gumuhit ng mga normal na item ng gacha.
Ang mga item na makukuha mula sa normal na gacha ay may kasamang iba't ibang mga auras.
Ang alikabok ng pilak ay maaaring makuha sa pamamagitan ng gantimpala ng patrol at pass ng panahon.","Bụi vàng là cần thiết để vẽ các mặt hàng Gacha cao cấp.
Các mặt hàng có thể đạt được từ Gacha cao cấp bao gồm hào quang và các rune độc quyền.
Bụi vàng có thể được lấy thông qua thông qua mùa cao cấp, các mặt hàng gói và bộ sưu tập quái vật (Cổ phần NCG)."
"ITEM_NAME_10640004","Ymir Aura","이미르 아우라","Aura de Ymir","ユミル・オーラ","Aura de Ymir","ออร่าของยมีร์","Aura Ymir","Аура Имира","伊米尔光环","伊米爾光環","Aura ni Ymir","Hào Quang Ymir"
"ITEM_NAME_10650007","Ymir Aura","이미르 아우라","Aura de Ymir","ユミル・オーラ","Aura de Ymir","ออร่าของยมีร์","Aura Ymir","Аура Имира","伊米尔光环","伊米爾光環","Aura ni Ymir","Hào Quang Ymir"
"ITEM_NAME_10660000","Ymir Aura","이미르 아우라","Aura de Ymir","ユミル・オーラ","Aura de Ymir","ออร่าของยมีร์","Aura Ymir","Аура Имира","伊米尔光环","伊米爾光環","Aura ni Ymir","Hào Quang Ymir"
"ITEM_NAME_49900018","Ruby Guardian","루비 가디언","Guardião de Rubi","ルビー・ガーディアン","Guardián de Rubí","ผู้พิทักษ์ทับทิม","Penjaga Ruby","Рубиновый Страж","红宝石守护者","紅寶石守護者","Tagapagbantay ng Ruby","Hộ Vệ Hồng Ngọc"
"ITEM_DESCRIPTION_10630004","A frigid aura that freezes the surroundings, causing everything within range to slow down.
When this equipment is equipped, scintillating light particles scatter around and stats are increased.","상대를 차갑게 얼어 붙게하는 전설의 기운이 담겨져 있는 아우라. 자신을 공격하는 자를 느려지게 만든다.
장비를 착용하면 주변에 화려한 빛의 입자가 펼쳐한다. 아우라 속에서는 착용자의 능력치가 상승합니다.","Uma aura contendo a energia lendária que congela os oponentes. Ela retarda aqueles que te atacam.
Quando equipado, desenrola uma variedade deslumbrante de partículas radiantes nas proximidades. Dentro da aura, as habilidades do usuário são elevadas.","相手を冷たく凍り付かせるオーラ。周辺にあるすべての速度を落とします。
装備を着用すると、周辺に華やかな光の粒子が広がり能力値が上がります。","Un aura que contiene la energía legendaria que congela a los oponentes. Ralentiza a quienes te atacan.
Cuando está equipado, despliega una deslumbrante variedad de partículas radiantes en las cercanías. Dentro del aura, las habilidades del usuario están elevadas.","ออร่าที่มีพลังงานตำนานที่ทำให้คู่ต่อสู้แข็งตัว ช่วยชะลอความเร็วของผู้ที่โจมตีคุณ
เมื่อติดตั้งมันจะคลายอนุภาคที่เปล่งประกายในบริเวณใกล้เคียง ภายในออร่าความสามารถของผู้สวมใส่จะเพิ่มขึ้น","Aura yang mengandung energi legendaris yang membekukan lawan. Ini memperlambat mereka yang menyerang Anda.
Ketika dilengkapi, itu membentangkan serangkaian partikel radiasi yang mempesona di sekitarnya. Di dalam aura, kemampuan pemakainya meningkat.","Аура, содержащая легендарную энергию, которая замораживает противников. Она замедляет тех, кто нападает на вас.
Когда он оснащен, он разворачивает ослепительный массив сияющих частиц поблизости. В пределах ауры способности владельца повышены.","包含传奇能量的光环，能使对手冻结。它会减慢攻击你的人的速度。
配备后，它会在附近展开一系列令人眼花drain乱的辐射颗粒。在光环中，佩戴者的能力提高了。","包含傳奇能量的光環，能使對手凍結。它會減慢攻擊你的人的速度。
配備後，它會在附近展開一系列令人眼花drain亂的輻射顆粒。在光環中，佩戴者的能力提高了。","Isang aura na naglalaman ng alamat na enerhiya na nagyeyelo sa mga kalaban. Bumabagal nito ang mga umaatake sa iyo.
Kapag nilagyan, ito ay nagbubukas ng isang nakasisilaw na hanay ng mga nagliliwanag na mga particle sa paligid. Sa loob ng aura, ang mga kakayahan ng nagsusuot ay nakataas.","Một luồng hào quang lạnh lẽo đóng băng khu vực xung quanh, khiến mọi thứ trong phạm vi chậm lại.
Khi mang trang bị này, các hạt ánh sáng lấp lánh sẽ phân tán xung quanh và chỉ số sẽ tăng lên."
"ITEM_DESCRIPTION_10640004","A frigid aura that freezes the surroundings, causing everything within range to slow down.
When this equipment is equipped, scintillating light particles scatter around and stats are increased.","상대를 차갑게 얼어 붙게하는 전설의 기운이 담겨져 있는 아우라. 자신을 공격하는 자를 느려지게 만든다.
장비를 착용하면 주변에 화려한 빛의 입자가 펼쳐한다. 아우라 속에서는 착용자의 능력치가 상승합니다.","Uma aura contendo a energia lendária que congela os oponentes. Ela retarda aqueles que te atacam.
Quando equipado, desenrola uma variedade deslumbrante de partículas radiantes nas proximidades. Dentro da aura, as habilidades do usuário são elevadas.","相手を冷たく凍り付かせるオーラ。周辺にあるすべての速度を落とします。
装備を着用すると、周辺に華やかな光の粒子が広がり能力値が上がります。","Un aura que contiene la energía legendaria que congela a los oponentes. Ralentiza a quienes te atacan.
Cuando está equipado, despliega una deslumbrante variedad de partículas radiantes en las cercanías. Dentro del aura, las habilidades del usuario están elevadas.","ออร่าที่มีพลังงานตำนานที่ทำให้คู่ต่อสู้แข็งตัว ช่วยชะลอความเร็วของผู้ที่โจมตีคุณ
เมื่อติดตั้งมันจะคลายอนุภาคที่เปล่งประกายในบริเวณใกล้เคียง ภายในออร่าความสามารถของผู้สวมใส่จะเพิ่มขึ้น","Aura yang mengandung energi legendaris yang membekukan lawan. Ini memperlambat mereka yang menyerang Anda.
Ketika dilengkapi, itu membentangkan serangkaian partikel radiasi yang mempesona di sekitarnya. Di dalam aura, kemampuan pemakainya meningkat.","Аура, содержащая легендарную энергию, которая замораживает противников. Она замедляет тех, кто нападает на вас.
Когда он оснащен, он разворачивает ослепительный массив сияющих частиц поблизости. В пределах ауры способности владельца повышены.","包含传奇能量的光环，能使对手冻结。它会减慢攻击你的人的速度。
配备后，它会在附近展开一系列令人眼花drain乱的辐射颗粒。在光环中，佩戴者的能力提高了。","包含傳奇能量的光環，能使對手凍結。它會減慢攻擊你的人的速度。
配備後，它會在附近展開一系列令人眼花drain亂的輻射顆粒。在光環中，佩戴者的能力提高了。","Isang aura na naglalaman ng alamat na enerhiya na nagyeyelo sa mga kalaban. Bumabagal nito ang mga umaatake sa iyo.
Kapag nilagyan, ito ay nagbubukas ng isang nakasisilaw na hanay ng mga nagliliwanag na mga particle sa paligid. Sa loob ng aura, ang mga kakayahan ng nagsusuot ay nakataas.","Một luồng hào quang lạnh lẽo đóng băng khu vực xung quanh, khiến mọi thứ trong phạm vi chậm lại.
Khi mang trang bị này, các hạt ánh sáng lấp lánh sẽ phân tán xung quanh và chỉ số sẽ tăng lên."
"ITEM_DESCRIPTION_10650007","A frigid aura that freezes the surroundings, causing everything within range to slow down.
When this equipment is equipped, scintillating light particles scatter around and stats are increased.","상대를 차갑게 얼어 붙게하는 전설의 기운이 담겨져 있는 아우라. 자신을 공격하는 자를 느려지게 만든다.
장비를 착용하면 주변에 화려한 빛의 입자가 펼쳐한다. 아우라 속에서는 착용자의 능력치가 상승합니다.","Uma aura contendo a energia lendária que congela os oponentes. Ela retarda aqueles que te atacam.
Quando equipado, desenrola uma variedade deslumbrante de partículas radiantes nas proximidades. Dentro da aura, as habilidades do usuário são elevadas.","相手を冷たく凍り付かせるオーラ。周辺にあるすべての速度を落とします。
装備を着用すると、周辺に華やかな光の粒子が広がり能力値が上がります。","Un aura que contiene la energía legendaria que congela a los oponentes. Ralentiza a quienes te atacan.
Cuando está equipado, despliega una deslumbrante variedad de partículas radiantes en las cercanías. Dentro del aura, las habilidades del usuario están elevadas.","ออร่าที่มีพลังงานตำนานที่ทำให้คู่ต่อสู้แข็งตัว ช่วยชะลอความเร็วของผู้ที่โจมตีคุณ
เมื่อติดตั้งมันจะคลายอนุภาคที่เปล่งประกายในบริเวณใกล้เคียง ภายในออร่าความสามารถของผู้สวมใส่จะเพิ่มขึ้น","Aura yang mengandung energi legendaris yang membekukan lawan. Ini memperlambat mereka yang menyerang Anda.
Ketika dilengkapi, itu membentangkan serangkaian partikel radiasi yang mempesona di sekitarnya. Di dalam aura, kemampuan pemakainya meningkat.","Аура, содержащая легендарную энергию, которая замораживает противников. Она замедляет тех, кто нападает на вас.
Когда он оснащен, он разворачивает ослепительный массив сияющих частиц поблизости. В пределах ауры способности владельца повышены.","包含传奇能量的光环，能使对手冻结。它会减慢攻击你的人的速度。
配备后，它会在附近展开一系列令人眼花drain乱的辐射颗粒。在光环中，佩戴者的能力提高了。","包含傳奇能量的光環，能使對手凍結。它會減慢攻擊你的人的速度。
配備後，它會在附近展開一系列令人眼花drain亂的輻射顆粒。在光環中，佩戴者的能力提高了。","Isang aura na naglalaman ng alamat na enerhiya na nagyeyelo sa mga kalaban. Bumabagal nito ang mga umaatake sa iyo.
Kapag nilagyan, ito ay nagbubukas ng isang nakasisilaw na hanay ng mga nagliliwanag na mga particle sa paligid. Sa loob ng aura, ang mga kakayahan ng nagsusuot ay nakataas.","Một luồng hào quang lạnh lẽo đóng băng khu vực xung quanh, khiến mọi thứ trong phạm vi chậm lại.
Khi mang trang bị này, các hạt ánh sáng lấp lánh sẽ phân tán xung quanh và chỉ số sẽ tăng lên."
"ITEM_DESCRIPTION_10660000","A frigid aura that freezes the surroundings, causing everything within range to slow down.
When this equipment is equipped, scintillating light particles scatter around and stats are increased.","상대를 차갑게 얼어 붙게하는 전설의 기운이 담겨져 있는 아우라. 자신을 공격하는 자를 느려지게 만든다.
장비를 착용하면 주변에 화려한 빛의 입자가 펼쳐한다. 아우라 속에서는 착용자의 능력치가 상승합니다.","Uma aura contendo a energia lendária que congela os oponentes. Ela retarda aqueles que te atacam.
Quando equipado, desenrola uma variedade deslumbrante de partículas radiantes nas proximidades. Dentro da aura, as habilidades do usuário são elevadas.","相手を冷たく凍り付かせるオーラ。周辺にあるすべての速度を落とします。
装備を着用すると、周辺に華やかな光の粒子が広がり能力値が上がります。","Un aura que contiene la energía legendaria que congela a los oponentes. Ralentiza a quienes te atacan.
Cuando está equipado, despliega una deslumbrante variedad de partículas radiantes en las cercanías. Dentro del aura, las habilidades del usuario están elevadas.","ออร่าที่มีพลังงานตำนานที่ทำให้คู่ต่อสู้แข็งตัว ช่วยชะลอความเร็วของผู้ที่โจมตีคุณ
เมื่อติดตั้งมันจะคลายอนุภาคที่เปล่งประกายในบริเวณใกล้เคียง ภายในออร่าความสามารถของผู้สวมใส่จะเพิ่มขึ้น","Aura yang mengandung energi legendaris yang membekukan lawan. Ini memperlambat mereka yang menyerang Anda.
Ketika dilengkapi, itu membentangkan serangkaian partikel radiasi yang mempesona di sekitarnya. Di dalam aura, kemampuan pemakainya meningkat.","Аура, содержащая легендарную энергию, которая замораживает противников. Она замедляет тех, кто нападает на вас.
Когда он оснащен, он разворачивает ослепительный массив сияющих частиц поблизости. В пределах ауры способности владельца повышены.","包含传奇能量的光环，能使对手冻结。它会减慢攻击你的人的速度。
配备后，它会在附近展开一系列令人眼花drain乱的辐射颗粒。在光环中，佩戴者的能力提高了。","包含傳奇能量的光環，能使對手凍結。它會減慢攻擊你的人的速度。
配備後，它會在附近展開一系列令人眼花drain亂的輻射顆粒。在光環中，佩戴者的能力提高了。","Isang aura na naglalaman ng alamat na enerhiya na nagyeyelo sa mga kalaban. Bumabagal nito ang mga umaatake sa iyo.
Kapag nilagyan, ito ay nagbubukas ng isang nakasisilaw na hanay ng mga nagliliwanag na mga particle sa paligid. Sa loob ng aura, ang mga kakayahan ng nagsusuot ay nakataas.","Một luồng hào quang lạnh lẽo đóng băng khu vực xung quanh, khiến mọi thứ trong phạm vi chậm lại.
Khi mang trang bị này, các hạt ánh sáng lấp lánh sẽ phân tán xung quanh và chỉ số sẽ tăng lên."
"ITEM_DESCRIPTION_49900018","As protectors of adventurers, they are called Ruby Guardians. They wear armor imbued with the powerful force of rubies, which is known to shield their allies from enemy attacks and guard the battlefield. Available with the purchase of the Ruby Guardian Pass.","모험가들의 보호자로서 그들은 루비 가디언이라고 불리어진다. 이들은 강력한 루비의 힘을 담은 방어구를 착용하며, 이를 통해 적의 공격으로부터 동료를 보호하고 전장을 지키고 있다고 알려져 있다. 루비 가디언 패스를 구입하면 획득가능","Como protetores dos aventureiros, são chamados de Guardiões Rubi. Eles usam armaduras imbuídas com a poderosa força das rubis, conhecidas por proteger seus aliados de ataques inimigos e guardar o campo de batalha. Disponível com a compra do Passe do Guardião Rubi.","冒険者たちの守護者として、彼らはルビーガーディアンと呼ばれています。彼らは強力なルビーの力を宿した鎧を身につけ、それによって敵の攻撃から仲間を守り、戦場を守っていることで知られています。ルビーガーディアンパスの購入で入手可能です。","Como protectores de los aventureros, son llamados Guardianes Rubí. Llevan armadura impregnada con la poderosa fuerza de los rubíes, que se sabe protege a sus aliados de los ataques enemigos y guarda el campo de batalla. Disponible con la compra del Pase del Guardián Rubí.","ในฐานะผู้ปกป้องนักผจญภัย เขาถูกเรียกว่าผู้พิทักษ์รูบี้ พวกเขาสวมเกราะที่มีพลังของทับทิมที่ทรงพลังซึ่งรู้จักกันดีว่าสามารถปกป้องพันธมิตรจากการโจมตีของศัตรูและป้องกันสนามรบ สามารถรับได้ด้วยการซื้อ Ruby Guardian Pass","Sebagai pelindung para petualang, mereka disebut Penjaga Ruby. Mereka memakai baju zirah yang telah diberkahi dengan kekuatan ruby yang kuat, yang dikenal dapat melindungi sekutu dari serangan musuh dan menjaga medan perang. Tersedia dengan pembelian Ruby Guardian Pass.","Как защитники приключенцев, они называются Рубиновые стражи. Они носят доспехи, пропитанные мощной силой рубинов, которые известны тем, что защищают союзников от вражеских атак и охраняют поле битвы. Доступно с покупкой пропуска Рубинового стража.","作为冒险者的保护者，他们被称为红宝石守护者。他们穿着注入了强大红宝石力量的护甲，这些护甲被认为能保护同伴免受敌人攻击并守护战场。购买红宝石守护者通行证后可获得。","作為冒險者的保護者，他們被稱為紅寶石守護者。他們穿著注入了強大紅寶石力量的護甲，這些護甲被認為能保護同伴免受敵人攻擊並守護戰場。購買紅寶石守護者通行證後可獲得。","Bilang mga tagapagtanggol ng mga manggagalugad, sila ay tinatawag na Mga Tagapagbantay ng Ruby. Sila ay nakasuot ng baluti na pinagkalooban ng makapangyarihang puwersa ng mga ruby, na kilala sa pagprotekta sa kanilang mga kakampi mula sa mga atake ng kaaway at pagbabantay sa larangan ng digmaan. Magagamit sa pagbili ng Ruby Guardian Pass.","Là người bảo vệ các nhà thám hiểm, họ được gọi là Người Bảo Vệ Ngọc Ruby. Họ mặc giáp chứa đựng sức mạnh mạnh mẽ của ngọc ruby, được biết đến với khả năng bảo vệ đồng đội khỏi các cuộc tấn công của kẻ thù và bảo vệ chiến trường. Có sẵn khi mua Ruby Guardian Pass."
"ERROR_IMPORTKEY_LOADIMAGE","Unable to retrieve the key from the chosen file.
Please make sure that you are using the correct QR code with your key backup.","선택한 파일에서 키를 가져오는데 실패했습니다.
키가 백업된 QR 코드가 맞는지 확인해주세요.","Falhou em recuperar a chave do arquivo selecionado. 
Por favor, verifique se o código QR está corretamente copiado.","選択したファイルからキーを読み込むことに失敗しました。
QRコードにキーが正しくバックアップされているかどうかをご確認ください。","No se pudo recuperar la clave del archivo seleccionado. 
Por favor, verifique si el código QR está respaldado correctamente.","ไม่สามารถเรียกคีย์จากไฟล์ที่เลือกได้ โปรดตรวจสอบว่ามีการสำรองข้อมูล 
QR คอ้ดอย่างถูกต้องหรือไม่","Gagal mengambil kunci dari file yang dipilih. 
Silakan periksa apakah kode QR telah di-backup dengan benar.","Не удалось получить ключ из выбранного файла. 
Пожалуйста, проверьте, правильно ли сохранен QR-код.","未能从选定文件中检索密钥。
请检查二维码是否已正确备份。","無法從所選文件中檢索金鑰。
請檢查二維碼是否已正確備份。","Nabigong makuha ang susi mula sa napiling file. 
Pakisuri kung tama ang backup ng QR code.","Không thể truy xuất khóa từ tệp đã chọn.
Hãy đảm bảo rằng bạn đang sử dụng đúng mã QR với bản sao lưu khóa."
"UI_SUMMON_GOLDEN_RUNE_PHRASE_3","Summon higher level runes with a greater chance of success.","높은 확률로 높은 등급의 룬을 소환해보세요.","Experimente a invocação de alta probabilidade com Pó de Rubi.","高い確率で高い等級のルーンを召喚しましょう。","Experimenta la invocación de alta probabilidad con Polvo de Rubí.","สัมผัสการเรียกด้วยโอกาสสูงด้วยผงทับทิม","Rasakan pemanggilan dengan probabilitas tinggi dengan Debu Ruby.","Испытайте призыв с высокой вероятностью с помощью рубиновой пыли.","使用红宝石尘体验高概率召唤。","使用紅寶石塵體驗高概率召喚。","Maranasan ang mataas na posibilidad ng pagtawag gamit ang Ruby Dust.","Triệu hồi rune cấp cao hơn với xác suất thành công lớn hơn."
"UI_SUMMON_GOLDEN_AURA_PHRASE_3","Summon higher level auras with a greater chance of success.","높은 확률로 높은 등급의 아우라를 소환해보세요.","Experimente a invocação de alta probabilidade com Pó de Rubi.","高い確率で高い等級のオーラを召喚しましょう。","Experimenta la invocación de alta probabilidad con Polvo de Rubí.","สัมผัสการเรียกด้วยโอกาสสูงด้วยผงทับทิม","Rasakan pemanggilan dengan probabilitas tinggi dengan Debu Ruby.","Испытайте призыв с высокой вероятностью с помощью рубиновой пыли.","使用红宝石尘体验高概率召唤。","使用紅寶石塵體驗高概率召喚。","Maranasan ang mataas na posibilidad ng pagtawag gamit ang Ruby Dust.","Triệu hồi hào quang cấp cao hơn với xác suất thành công lớn hơn."
"UI_SUMMON_NORMAL_AURA_PHRASE_2 ","New ""Unique"" auras have been added, enriching the variety of Normal Summoning experiences!","유니크 등급 아우라 추가! 다양해진 노멀 소환을 경험해보세요!","Aura de Grau Único Adicionada! Experimente a convocação normal diversificada!","ユニーク等級オーラの追加！多彩になったノーマル召喚を経験しましょう！","¡Aura de Grado Único Agregada! ¡Experimenta la invocación normal diversificada!","เพิ่มออร่าระดับยูนีค! สัมผัสการเรียกสิ่งธรรมดาที่หลากหลาย!","Aura Kelas Unik Ditambahkan! Rasakan summon normal yang lebih beragam!","Добавлена уникальная аура! Испытайте разнообразный обычный призыв!","新增独特等级光环！体验多样化的普通召唤！","新增獨特等級光環！體驗多樣化的普通召喚！","Nagdagdag ng Unique Grade Aura! Subukan ang iba't-ibang normal na summon!","Hào quang ""Độc Nhất Vô Nhị"" mới đã được thêm vào, làm phong phú thêm sự đa dạng của trải nghiệm Triệu Hồi Thông Thường!"
"SUMMON_NAME_10003","Ruby Aura","루비 아우라","Aura de Rubi","ルビーオーラ","Aura de Rubí","ออร่าทับทิม","Aura Ruby","Рубиновая аура","红宝石光环","紅寶石光環","Aura ng Ruby","Hào quang Ruby"
"SUMMON_NAME_20002","Ruby Rune","루비 룬","Runa de Rubi","ルビールーン","Runa de Rubí","รูนทับทิม","Runa Ruby","Рубиновая руна","红宝石符文","紅寶石符文","Runa ng Ruby","Bùa Ruby"
"RUNE_NAME_10031","Odin Weakness Rune","오딘 쇠약 룬","Runa de Fraqueza de Odin","オーディンの弱点ルーンストーン","Runa de Debilidad de Odin","รูนความอ่อนแอของโอดิน","Rune Kelemahan Odin","Руна Слабости Одина","奥丁虚弱符文","奧丁虛弱符文","Rune ng Kahinaan ni Odin","Ngọc Bùa Yếu ớt của Odin"
"RUNE_NAME_10032","Odin Wisdom Rune","오딘 지혜 룬","Runa da Sabedoria de Odin","オーディンの知恵ルーンストーン","Runa de Sabiduría de Odin","รูนปัญญาของโอดิน","Rune Kebijaksanaan Odin","Руна Мудрости Одина","奥丁智慧符文","奧丁智慧符文","Rune ng Karunungan ni Odin","Ngọc Bùa Trí Tuệ của Odin"
"ITEM_NAME_10031","Odin Weakness Rune","오딘 쇠약 룬","Runa de Fraqueza de Odin","オーディンの弱点ルーンストーン","Runa de Debilidad de Odin","รูนความอ่อนแอของโอดิน","Rune Kelemahan Odin","Руна Слабости Одина","奥丁虚弱符文","奧丁虛弱符文","Rune ng Kahinaan ni Odin","Ngọc Bùa Yếu ớt của Odin"
"ITEM_NAME_10032","Odin Wisdom Rune","오딘 지혜 룬","Runa da Sabedoria de Odin","オーディンの知恵ルーンストーン","Runa de Sabiduría de Odin","รูนปัญญาของโอดิน","Rune Kebijaksanaan Odin","Руна Мудрости Одина","奥丁智慧符文","奧丁智慧符文","Rune ng Karunungan ni Odin","Ngọc Bùa Trí Tuệ của Odin"
